"","title","sales","console_PS4","console_XBox1","console_Switch","genre_Fighting","genre_Misc","genre_Platform","genre_Racing","genre_RPG","genre_Shooter","genre_Sports","genre_Action_Adventure","player_vector","esrb_vector","metascore","user_score_x10","igdb_member_rating","igdb_critic_rating","ign_x10","mgAverage"
"147","Fire Emblem Warriors",187759,0,0,1,0,0,0,0,0,0,0,1,0,2,74,79,76,78,80,78.25
"148","Fire Pro Wrestling World",43564,1,0,0,1,0,0,0,0,0,0,0,2,2,79,73,80,78,NA,90
"149","Firewall: Zero Hour",67936,1,0,0,0,0,0,0,0,1,0,0,2,2,79,83,NA,79,NA,81.5
"150","For Honor",1149138,1,0,0,0,0,0,0,0,0,0,1,2,3,78,61,71,77,80,78.5
"151","Fortnite",769347,0,1,0,0,0,0,0,0,0,0,1,2,2,85,35,67,83,96,83.8
"152","Forza Horizon 2",328991,0,1,0,0,0,0,0,0,0,0,1,2,NA,86,83,81,86,90,87.6
"153","Forza Horizon 3",3785232,0,1,0,0,0,0,1,0,0,0,0,2,0,91,80,82,89,95,86.9
"154","Forza Horizon 4",1839995,0,1,0,0,0,0,1,0,0,0,0,2,0,92,78,84,91,96,90.8
"155","Forza Motorsport 5",1531915,0,1,0,0,0,0,1,0,0,0,0,2,0,79,60,76,78,88,81.3333333333333
"156","Forza Motorsport 6",1238487,0,1,0,0,0,0,1,0,0,0,0,2,0,87,77,78,84,90,86.125
"157","Forza Motorsport 7",1065649,0,1,0,0,0,0,1,0,0,0,0,2,0,86,59,76,86,92,85.1
"158","Friday the 13th: The Game",31632,1,0,0,0,0,0,0,0,0,0,1,2,3,61,61,64,61,69,62.4444444444444
"159","Gears of War",2565211,0,1,0,0,0,0,0,0,1,0,0,2,3,82,76,82,78,85,79.4444444444444
"160","Gears of War 4",2936391,0,1,0,0,0,0,0,0,1,0,0,2,3,84,69,78,83,92,78.1
"161","Gears of War: Ultimate Edition",3157577,0,1,0,0,0,0,0,0,1,0,0,2,3,82,76,82,78,85,79.4444444444444
"162","Go Vacation",49456,0,0,1,0,1,0,0,0,0,0,0,0,0,62,76,86,55,NA,66.3
"163","God Eater 2: Rage Burst",35824,1,0,0,0,0,0,0,0,0,0,1,1,2,69,74,NA,NA,NA,71
"164","God Eater 3",146772,1,0,0,0,0,0,0,1,0,0,0,2,2,71,77,80,73,76,79.2
"165","God Eater Resurrection",42048,1,0,0,0,0,0,0,0,0,0,1,1,2,70,70,70,72,NA,80
"166","God of War (PS4)",6153527,1,0,0,0,0,0,0,0,0,0,1,0,3,94,91,85,93,98,92.5
"167","God of War III Remastered",154172,1,0,0,0,0,0,0,0,0,0,1,2,3,97,78,88,79,93,87.4
"168","Godzilla (2015)",42540,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,41,45,38.3333333333333
"169","Golf Club 2",23406,1,0,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,38.3333333333333
"170","Gran Turismo Sport",3339954,1,0,0,0,0,0,1,0,0,0,0,2,0,75,61,75,77,75,76.8
"171","Grand Theft Auto V",19392497,1,0,0,0,0,0,0,0,0,0,1,2,3,97,83,91,96,100,92.3
"172","Gravity Rush 2",179667,1,0,0,0,0,0,0,0,0,0,1,0,2,80,81,65,81,84,78
"173","Guilty Gear Xrd -Revelator-",20756,1,0,0,1,0,0,0,0,0,0,0,2,2,86,80,98,86,NA,83.5
"174","Guilty Gear Xrd REV 2",21402,1,0,0,1,0,0,0,0,0,0,0,2,2,86,79,80,92,NA,81.7
"175","Guitar Hero Live",153427,1,0,0,0,1,0,0,0,0,0,0,2,NA,80,62,73,81,79,81.6
"176","Gundam Versus",140218,1,0,0,0,0,0,0,0,0,0,1,1,2,68,65,NA,67,NA,65
"177","Halo 5: Guardians",4134639,0,1,0,0,0,0,0,0,1,0,0,2,2,84,64,76,84,90,80.4
"178","Halo Wars 2",185985,0,1,0,0,1,0,0,0,0,0,0,2,NA,79,60,76,77,70,75.25
"179","Halo: The Master Chief Collection",2690012,0,1,0,0,0,0,0,0,1,0,0,2,3,85,75,86,86,90,79.8
"180","Harvest Moon: Light of Hope",75769,0,0,1,0,1,0,0,0,0,0,0,0,0,62,50,60,NA,NA,55.6666666666667
"181","Hatsune Miku: Project Diva X",31564,1,0,0,0,1,0,0,0,0,0,0,0,2,78,73,NA,83,NA,76.6666666666667
"182","Hello Neighbor",116369,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,40,42,37,41,40.6
"183","Hidden Agenda",137445,1,0,0,0,0,0,0,0,0,0,1,2,NA,66,66,67,66,NA,85
"184","Hitman (2016)",488748,1,0,0,0,0,0,0,0,0,0,1,2,3,85,75,81,79,NA,81.2
"185","Hitman 2",139674,1,0,0,0,0,0,0,0,0,0,1,1,3,82,85,80,82,77,81.9
"186","Homefront: The Revolution",138013,1,0,0,0,0,0,0,0,1,0,0,1,3,48,40,62,48,50,52
"187","Horizon: Zero Dawn",5302439,1,0,0,0,0,0,0,0,0,0,1,0,2,89,84,92,89,93,90.5
"188","Hyperdimension Neptunia Victory II",22726,1,0,0,0,0,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,70
"189","Hyrule Warriors",281673,0,0,1,0,0,0,0,0,0,0,1,0,2,78,81,79,75,75,77.8
"190","inFAMOUS: Second Son",1644570,1,0,0,0,0,0,0,0,0,0,1,0,2,80,80,80,79,87,78
"191","Injustice 2",968096,1,0,0,1,0,0,0,0,0,0,0,2,0,91,80,85,86,90,84.6
"192","J-Stars Victory Vs.+",89456,1,0,0,1,0,0,0,0,0,0,0,1,2,61,64,58,67,50,74.2
"193","Judgment",147993,1,0,0,0,0,0,0,0,0,0,1,0,3,80,83,81,83,82,79.7
"194","Jurassic World Evolution",211424,1,0,0,0,1,0,0,0,0,0,0,0,2,68,70,68,74,48,74.3
"195","Just Cause 3",1623824,1,0,0,0,0,0,0,0,0,0,1,0,3,73,64,78,76,80,81.6
"196","Just Cause 4",558661,1,0,0,0,0,0,0,0,0,0,1,0,3,65,49,84,69,79,69.3
"197","Just Dance 2019",696209,0,0,1,0,1,0,0,0,0,0,0,0,0,72,59,62,55,NA,76.3333333333333
"198","Killzone: Shadow Fall",1890166,1,0,0,0,0,0,0,0,0,0,1,2,3,73,68,72,70,80,76.1
"199","Kinect Sports Rivals",219332,0,1,0,0,0,0,0,0,0,1,0,2,NA,60,50,80,65,73,62.5
"200","Kingdom Come: Deliverance",313435,1,0,0,0,0,0,0,1,0,0,0,0,3,69,72,73,74,80,73.2
"201","Kingdom Hearts 1.5 + 2.5 Remix",1443125,1,0,0,0,0,0,0,1,0,0,0,0,1,84,90,10,84,NA,76
"202","Kingdom Hearts HD 2.8 Final Chapter Prologue",648902,1,0,0,0,0,0,0,1,0,0,0,0,1,76,82,71,79,75,73.8333333333333
"203","Kingdom Hearts: The Story So Far",64049,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,90,NA,NA,NA,73.8333333333333
"204","Kirby",1581847,0,0,1,0,0,1,0,0,0,0,0,0,1,73,74,80,74,83,72.7
"205","Knack",990632,1,0,0,0,0,0,0,0,0,0,1,2,NA,54,65,61,60,59,59.3333333333333
"206","Knack 2",71830,1,0,0,0,0,1,0,0,0,0,0,2,NA,69,77,70,72,72,67.7142857142857
"207","L.A. Noire",102410,1,0,0,0,0,0,0,0,0,0,1,2,NA,76,79,84,89,85,89.1
"208","Lego Batman 3: Beyond Gotham",51122,1,0,0,0,0,0,0,0,0,0,1,0,1,73,69,72,76,74,77.4444444444444
"209","LEGO City Undercover",142594,0,0,1,0,0,1,0,0,0,0,0,0,1,78,78,70,77,80,76.7
"210","LEGO DC Super-Villains",185265,1,0,0,0,0,0,0,0,0,0,1,0,1,74,67,80,70,78,75.9
"211","LEGO Dimensions",35441,1,0,0,0,0,0,0,0,0,0,1,1,1,80,72,86,77,77,81.9
"212","LEGO Harry Potter Collection",44501,0,0,1,0,0,0,0,0,0,0,1,0,1,73,73,67,75,NA,69.6666666666667
"213","LEGO Jurassic World",348435,1,0,0,0,0,0,0,0,0,0,1,0,1,70,71,76,73,76,76.1111111111111
"214","LEGO Marvel's Avengers",454333,1,0,0,0,0,0,0,0,0,0,1,0,1,71,71,58,68,67,72.5555555555556
"215","LEGO Marvel Super Heroes 2",102334,1,0,0,0,0,0,0,0,0,0,1,0,1,73,71,70,74,80,74.7
"216","Lego Star Wars: The Force Awakens",517597,1,0,0,0,0,0,0,0,0,0,1,0,1,78,75,63,76,90,78.7
"217","LEGO The Hobbit",42439,1,0,0,0,0,0,0,0,0,0,1,0,1,72,66,70,72,74,71.6
"218","LEGO The Incredibles",184592,0,0,1,0,0,0,0,0,0,0,1,0,1,65,68,70,72,NA,72.7
"219","LEGO Worlds",380020,0,0,1,0,1,0,0,0,0,0,0,0,1,59,70,72,71,72,65.4
"220","Life is Strange",117932,1,0,0,0,0,0,0,0,0,0,1,0,3,85,86,85,79,NA,79.7777777777778
"221","Life Is Strange: Before the Storm",28212,1,0,0,0,0,0,0,0,0,0,1,0,3,77,78,76,77,NA,65.4
"222","Little Nightmares",99173,1,0,0,0,0,1,0,0,0,0,0,2,NA,78,79,83,78,88,81.3333333333333
"223","LittleBigPlanet 3",923725,1,0,0,0,0,1,0,0,0,0,0,1,0,79,71,76,78,68,77.6666666666667
"224","Lords of the Fallen",81521,1,0,0,0,0,0,0,1,0,0,0,0,3,68,64,67,69,74,73.2222222222222
"225","Mad Max",622654,1,0,0,0,0,0,0,0,0,0,1,0,3,69,78,78,72,NA,30
"226","Madden NFL 15",1687257,1,0,0,0,0,0,0,0,0,1,0,1,0,81,61,71,83,87,82
"227","Madden NFL 16",2950596,1,0,0,0,0,0,0,0,0,1,0,1,0,83,58,84,84,88,86.6
"228","Madden NFL 17",2965948,1,0,0,0,0,0,0,0,0,1,0,1,0,82,43,70,80,86,84
"229","Madden NFL 18",2404666,1,0,0,0,0,0,0,0,0,1,0,1,0,82,35,77,79,86,82.1
"230","Madden NFL 19",2214368,1,0,0,0,0,0,0,0,0,1,0,1,0,80,21,70,81,89,80.9
"231","Madden NFL 25",132236,0,1,0,0,0,0,0,0,0,1,0,2,NA,73,58,78,78,76,75
"232","Mafia III",2289297,1,0,0,0,0,0,0,0,0,0,1,0,3,68,52,68,68,75,66.2
"233","Mario + Rabbids Kingdom Battle",2096254,0,0,1,0,1,0,0,0,0,0,0,0,1,85,85,76,83,77,87.9
"234","Mario Kart 8 Deluxe",13046117,0,0,1,0,0,0,1,0,0,0,0,2,0,92,86,86,93,93,90.5
"235","Mario Tennis Aces",1512344,0,0,1,0,0,0,0,0,0,1,0,1,0,75,71,72,78,NA,72.6
"236","Marvel's Spider-Man",8757859,1,0,0,0,0,0,0,0,0,0,1,0,2,87,86,88,90,87,86.4
"237","Marvel vs. Capcom: Infinite",172438,1,0,0,1,0,0,0,0,0,0,0,2,2,72,46,81,69,77,71.8
"238","Mass Effect: Andromeda",1081002,1,0,0,0,0,0,0,1,0,0,0,1,3,71,49,72,73,77,66.6
"239","Mega Man 11",148166,0,0,1,0,0,1,0,0,0,0,0,0,1,80,84,80,80,75,79.5
"240","Mega Man Legacy Collection",32225,1,0,0,0,0,1,0,0,0,0,0,2,NA,77,66,95,79,90,74.4
"241","Mega Man Legacy Collection 1+2",52911,1,0,0,0,0,1,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,85
"242","Mega Man Legacy Collection 2",21166,1,0,0,0,0,0,0,0,0,0,1,2,NA,71,72,10,71,60,73.5
"243","Metal Gear Solid V: Ground Zeroes",687150,1,0,0,0,0,0,0,0,0,0,1,0,3,75,64,76,79,80,73.7
"244","Metal Gear Solid V: The Phantom Pain",2424092,1,0,0,0,0,0,0,0,0,0,1,2,3,93,82,86,96,100,93.7777777777778
"245","Metal Gear Survive",112591,1,0,0,0,0,0,0,0,0,0,1,1,3,60,14,30,60,65,54.3
"246","Metal Max Xeno",16029,1,0,0,0,0,0,0,1,0,0,0,0,2,61,55,NA,70,NA,58.5
"247","Metro: Redux",97757,1,0,0,0,0,0,0,0,1,0,0,0,3,83,79,85,84,86,85
"248","Micro Machines: World Series",60775,1,0,0,0,0,0,1,0,0,0,0,2,1,59,37,55,54,NA,54.2
"249","Middle-Earth: Shadow of Mordor",2304226,1,0,0,0,0,0,0,0,0,0,1,0,3,84,80,81,84,93,83
"250","Middle-Earth: Shadow of War",1749035,1,0,0,0,0,0,0,0,0,0,1,0,3,80,41,80,84,90,83.8
"251","Mighty No. 9",32085,1,0,0,0,1,0,0,0,0,0,0,1,1,52,35,57,52,56,54.5
"252","MineCraft",5531195,0,1,0,0,1,0,0,0,0,0,0,2,1,88,67,75,NA,90,100
"253","Minecraft: PlayStation 4 Edition",3682214,1,0,0,0,1,0,0,0,0,0,0,2,1,89,65,NA,NA,90,90.7
"254","Minecraft: Switch Edition",1888081,0,0,1,0,1,0,0,0,0,0,0,2,1,86,74,86,NA,90,89
"255","Minecraft: Xbox One Edition",765105,0,1,0,0,0,0,0,0,0,0,1,2,1,88,67,75,NA,90,90.2
"256","Mirror's Edge 2",183701,1,0,0,0,1,0,0,0,0,0,0,2,NA,NA,NA,68,69,68,71.5
"257","Mirror's Edge Catalyst",159788,1,0,0,0,0,1,0,0,0,0,0,2,NA,69,56,68,69,68,71.5
"258","MLB 14 The Show",264934,1,0,0,0,0,0,0,0,0,0,1,2,NA,83,76,NA,83,81,90
"259","MLB 15: The Show",360082,1,0,0,0,0,0,0,0,0,1,0,2,NA,80,76,NA,79,85,90
"260","MLB 16: The Show",721772,1,0,0,0,0,0,0,0,0,0,1,2,0,85,72,NA,85,93,90
"261","MLB The Show 17",860351,1,0,0,0,0,0,0,0,0,1,0,2,0,85,69,NA,87,95,86
"262","MLB The Show 18",628312,1,0,0,0,0,0,0,0,0,1,0,2,0,82,63,NA,80,85,85
"263","Monster Energy Supercross - The Official Videogame",37371,1,0,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,70,58,NA,52.7142857142857
"264","Monster Hunter: World",4304815,1,0,0,0,0,0,0,0,0,0,1,1,2,90,77,89,93,95,90.5
"265","Mortal Kombat X",2472136,1,0,0,1,0,0,0,0,0,0,0,2,3,83,78,81,84,84,82.1111111111111
"266","MotoGP 17",14190,1,0,0,0,0,0,1,0,0,0,0,2,0,68,41,50,80,NA,67.2
"267","Murdered: Soul Suspect",84633,1,0,0,0,0,0,0,0,0,0,1,2,NA,59,69,67,61,55,63.4
"268","MX vs ATV All Out",27203,1,0,0,0,0,0,1,0,0,0,0,2,1,42,46,50,NA,NA,44
"269","MXGP 2",22906,1,0,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,80,40,NA,60.6666666666667
"270","MXGP 3: The Official Motocross Videogame",54753,1,0,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,33,80,NA,61.25
"271","My Hero One's Justice",144708,1,0,0,1,0,0,0,0,0,0,0,1,2,68,75,70,69,70,74.875
"272","Naruto Shippuden: Ultimate Ninja Storm 4",849632,1,0,0,1,0,0,0,0,0,0,0,2,2,79,80,78,75,55,77.5
"273","Naruto Shippuden: Ultimate Ninja Storm Legacy",36482,1,0,0,1,0,0,0,0,0,0,0,2,NA,70,70,69,66,NA,83.3333333333333
"274","Naruto to Boruto: Shinobi Striker",106094,1,0,0,0,0,0,0,0,0,0,1,2,2,61,56,50,NA,NA,64.5
"275","NASCAR Heat Evolution",25771,1,0,0,0,0,0,1,0,0,0,0,2,NA,66,44,60,51,NA,64.5
"276","NBA 2K14",726292,1,0,0,0,0,0,0,0,0,1,0,2,0,85,65,81,80,93,84.7
"277","NBA 2K15",2044399,1,0,0,0,0,0,0,0,0,1,0,2,0,83,69,81,81,78,76.3
"278","NBA 2K16",3751714,1,0,0,0,0,0,0,0,0,1,0,2,1,87,67,80,90,90,85
"279","NBA 2K17",3348797,1,0,0,0,0,0,0,0,0,1,0,2,0,88,63,89,85,89,84.6666666666667
"280","NBA 2K18",3184629,1,0,0,0,0,0,0,0,0,1,0,2,1,80,17,67,74,84,78
"281","NBA 2K19",2627728,1,0,0,0,0,0,0,0,0,1,0,2,0,82,24,68,82,85,76.2
"282","NBA Live 19",19162,1,0,0,0,0,0,0,0,0,1,0,2,0,73,64,NA,75,NA,77.6
"283","Need for Speed (2015)",2050348,1,0,0,0,0,0,1,0,0,0,0,2,2,65,76,65,62,63,81.8
"284","Need for Speed Rivals",658601,1,0,0,0,0,0,1,0,0,0,0,1,1,80,62,69,80,80,63.8
"285","Need for Speed: Payback",1709886,1,0,0,0,0,0,1,0,0,0,0,2,2,61,42,60,54,59,62.5
"286","New Gundam Breaker",75890,1,0,0,0,0,0,0,0,0,0,1,1,2,43,29,50,38,NA,30
"287","NHL 15",138923,1,0,0,0,0,0,0,0,0,0,1,2,NA,60,37,75,62,70,60
"288","NHL 16",158491,1,0,0,0,0,0,0,0,0,1,0,2,1,78,54,84,79,78,83
"289","NHL 17",225138,1,0,0,0,0,0,0,0,0,1,0,2,1,78,56,80,80,84,76
"290","NHL 18",143175,1,0,0,0,0,0,0,0,0,1,0,2,1,75,35,60,76,74,78.6
"291","NHL 19",125569,1,0,0,0,0,0,0,0,0,1,0,2,1,80,51,79,79,89,78.2857142857143
"292","Ni-Oh",704877,1,0,0,0,0,0,0,0,0,0,1,1,3,88,85,80,88,96,86.2
"293","Ni no Kuni II: Revenant Kingdom",466183,1,0,0,0,0,0,0,1,0,0,0,0,2,84,75,73,86,78,88.7
"294","NieR Automata",895375,1,0,0,0,0,0,0,1,0,0,0,0,3,88,89,91,89,89,87.4444444444444
"295","Nights of Azure 2",19182,1,0,0,0,0,0,0,0,0,0,1,0,2,66,68,70,60,NA,59.8
"296","Nintendo Labo: Toy-Con 01 Variety Kit",500457,0,0,1,0,1,0,0,0,0,0,0,0,0,77,69,NA,74,76,70
"297","Nintendo Labo: Toy-Con 02 Robot Kit",144568,0,0,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,60,NA,NA,54
"298","Nintendo Labo: Toy-Con 03 Vehicle Kit",27516,0,0,1,0,0,0,1,0,0,0,0,2,NA,NA,NA,73,NA,NA,62
"299","No Man's Sky",1677751,0,1,0,0,0,0,0,0,0,0,1,1,2,77,76,69,74,60,72.6666666666667
"300","Odin Sphere: Leifdrasir",40076,1,0,0,0,0,0,0,1,0,0,0,2,NA,NA,NA,86,88,95,90.1428571428571
"301","Odin Sphere: Leifthrasir",123013,1,0,0,0,0,0,0,1,0,0,0,0,2,87,81,86,88,95,90.1428571428571
"302","Okami",121459,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,87,90,91,93.9
"303","One Piece: Burning Blood",185468,1,0,0,1,0,0,0,0,0,0,0,1,2,66,73,68,65,65,63
"304","One Piece: Kaizoku Musou 3",44005,1,0,0,0,0,0,0,0,0,0,1,1,2,74,77,NA,NA,69,70
"305","One Piece: Pirate Warriors 3",178625,1,0,0,0,0,0,0,0,0,0,1,1,2,74,77,70,76,69,70
"306","Onechanbara Z2: Chaos",69562,1,0,0,0,0,0,0,0,0,0,1,2,NA,57,68,65,60,NA,50
"307","Outlast Trinity",31967,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,74,NA,NA,NA,62.875
"308","Overcooked! 2",25669,0,0,1,0,1,0,0,0,0,0,0,1,0,81,81,88,80,85,82.1
"309","Overwatch",4199141,1,0,0,0,0,0,0,0,1,0,0,2,2,90,64,85,89,94,85.1428571428571
"310","Payday 2",34575,0,0,1,0,0,0,0,0,1,0,0,1,3,60,51,75,75,80,66
"311","Payday 2: Crimewave Edition",102255,1,0,0,0,0,0,0,0,1,0,0,1,3,71,42,80,72,80,60.6666666666667
"312","Persona 5",968292,1,0,0,0,0,0,0,0,1,0,0,0,3,93,87,95,94,97,94.2222222222222
"313","Plants vs Zombies: Garden Warfare",134022,0,1,0,0,0,0,0,0,0,0,1,2,NA,76,75,66,80,78,82.5555555555556
"314","Plants vs. Zombies: Garden Warfare",44898,1,0,0,0,0,0,0,0,0,0,1,2,1,75,75,66,80,78,82.5555555555556
"315","Plants vs. Zombies: Garden Warfare 2",319105,0,1,0,0,0,0,0,0,1,0,0,2,NA,80,78,70,85,82,84.4
"316","PlayerUnknown's Battlegrounds",1849297,1,0,0,0,0,0,0,0,1,0,0,2,2,72,34,76,75,95,78
"317","PlayStation VR Worlds",1798050,1,0,0,0,1,0,0,0,0,0,0,2,3,59,67,NA,60,60,75
"318","Pokemon: Let's Go, Eevee!",2728386,0,0,1,0,0,0,0,1,0,0,0,2,0,80,62,69,80,83,80.1
"319","Pokemon: Let's Go, Pikachu!",4566580,0,0,1,0,0,0,0,1,0,0,0,2,0,79,61,82,77,83,76.75
"320","Pokken Tournament",1206128,0,0,1,1,0,0,0,0,0,0,0,1,1,79,75,73,77,80,77.5714285714286
"321","Prey (2017)",937772,1,0,0,0,0,0,0,0,1,0,0,0,3,79,78,75,77,80,79.2222222222222
"322","Pro Evolution Soccer 2015",177019,1,0,0,0,0,0,0,0,0,1,0,2,0,82,71,78,81,90,80.875
"323","Pro Evolution Soccer 2016",276297,1,0,0,0,0,0,0,0,0,1,0,2,0,87,72,72,84,95,86
"324","Pro Evolution Soccer 2017",304406,1,0,0,0,0,0,0,0,0,1,0,2,0,85,73,78,80,95,79.5714285714286
"325","Pro Evolution Soccer 2018",364038,1,0,0,0,0,0,0,0,0,1,0,1,0,83,72,73,84,92,84.2
"326","Pro Evolution Soccer 2019",244484,1,0,0,0,0,0,0,0,0,1,0,2,0,79,65,64,73,82,79.1
"327","Project CARS",506344,1,0,0,0,0,0,1,0,0,0,0,2,0,83,66,74,82,89,83.2
"328","Project CARS 2",165153,1,0,0,0,0,0,1,0,0,0,0,2,0,82,61,77,84,92,85
"329","Project Octopath Traveler",660392,0,0,1,0,0,0,0,1,0,0,0,0,2,83,86,81,85,93,79.8
"330","Project Setsuna",32561,1,0,0,0,0,0,0,1,0,0,0,2,NA,74,74,70,76,75,72.3
"331","Puyo Puyo Tetris",94882,0,0,1,0,1,0,0,0,0,0,0,1,1,81,81,81,84,87,84.2
"332","Quantum Break",383948,0,1,0,0,0,0,0,0,0,0,1,0,3,77,71,74,77,80,71.7777777777778
"333","Rainbow Six: Siege",1895200,1,0,0,0,0,0,0,0,1,0,0,2,3,73,74,NA,NA,79,81.3
"334","Rare Replay",411866,0,1,0,0,1,0,0,0,0,0,0,2,3,84,79,87,87,90,84.375
"335","Ratchet & Clank",841190,1,0,0,0,0,1,0,0,0,0,0,0,1,85,86,82,80,90,89.6
"336","Ratchet & Clank (2016)",1929385,1,0,0,0,0,1,0,0,0,0,0,0,1,85,86,82,80,90,89.6
"337","Rayman Legends",56798,0,0,1,0,0,1,0,0,0,0,0,2,NA,NA,NA,85,92,95,89.3
"338","ReCore",79818,0,1,0,0,0,0,0,0,0,0,1,0,2,63,67,71,59,73,58.1
"339","Red Dead Redemption 2",13940203,1,0,0,0,0,0,0,0,0,0,1,2,3,97,81,93,94,100,93.9
"340","Resident Evil 4 HD",20276,1,0,0,0,0,0,0,0,1,0,0,2,NA,NA,NA,91,85,98,91.3
"341","Resident Evil Origins Collection",218220,1,0,0,0,0,0,0,0,0,0,1,0,3,NA,75,88,NA,NA,NA
"342","Resident Evil VII: Biohazard",2866103,1,0,0,0,0,0,0,0,0,0,1,0,3,86,79,86,88,77,87.1
"343","Resident Evil: Revelations",27844,1,0,0,0,0,0,0,0,0,0,1,1,3,70,76,76,75,85,74.6
"344","Resident Evil: Revelations 2",120976,1,0,0,0,0,0,0,0,0,0,1,1,3,75,76,72,73,68,78
"345","Rick & Morty Virtual Rick-Ality",37850,1,0,0,0,1,0,0,0,0,0,0,2,NA,NA,NA,60,72,76,79
"346","RIGS: Mechanized Combat League",45066,1,0,0,0,0,0,0,0,0,0,1,1,2,78,76,80,78,65,74
"347","Rime",19109,1,0,0,0,0,0,0,0,0,0,1,2,NA,80,77,78,73,65,79.7
"348","Rise of the Tomb Raider",1410481,1,0,0,0,0,0,0,0,0,0,1,1,3,88,81,84,91,93,89.3
"349","Robinson: The Journey",58551,1,0,0,0,0,0,0,0,0,0,1,2,0,64,67,61,63,55,61.5
"350","Rock Band 4",125875,0,1,0,0,1,0,0,0,0,0,0,1,2,79,65,56,76,88,71.2857142857143
"351","Rocket League",822396,1,0,0,0,0,0,0,0,0,1,0,2,0,85,85,84,89,80,80
"352","Rory McIlroy PGA Tour",226932,1,0,0,0,0,0,0,0,0,0,1,2,0,61,37,70,63,55,65.8571428571429
"353","Ryse: Son of Rome",247857,0,1,0,0,0,0,0,0,0,0,1,1,3,60,62,71,66,68,58.2222222222222
"354","Saint Seiya: Soldiers' Soul",20922,1,0,0,1,0,0,0,0,0,0,0,1,2,59,73,68,57,NA,58.2222222222222
"355","Saints Row IV: Re-Elected",106998,1,0,0,0,0,0,0,0,0,0,1,1,3,75,73,80,77,78,80.4
"356","Sea of Thieves",590374,0,1,0,0,0,0,0,0,0,0,1,1,2,69,50,59,66,70,69.8
"357","Secret of Mana",149875,1,0,0,0,0,0,0,1,0,0,0,0,1,63,61,85,NA,90,83.6
"358","Sega Genesis Classics",84209,1,0,0,0,1,0,0,0,0,0,0,1,2,75,74,83,83,78,40
"359","Senran Kagura Burst Re:Newal",25091,1,0,0,0,0,0,0,0,0,0,1,0,3,65,42,70,68,NA,71.4
"360","Senran Kagura: Estival Versus",117087,1,0,0,0,0,0,0,0,0,0,1,2,3,67,77,64,68,NA,72.4285714285714
"361","Senran Kagura: Peach Beach Splash",49217,1,0,0,0,0,0,0,0,0,0,1,2,3,70,71,50,76,NA,NA
"362","Shadow of the Colossus",863828,1,0,0,0,0,0,0,0,0,0,1,0,2,91,79,91,89,97,86.8
"363","Shadow of the Tomb Raider",1457905,1,0,0,0,0,0,0,0,0,0,1,1,3,75,73,78,80,90,82.5
"364","Shantae: Half-Genie Hero",34948,0,0,1,0,0,1,0,0,0,0,0,0,2,82,76,83,81,80,80.6
"365","Shenmue I & II",87676,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,73,76,NA,71.4444444444444
"366","Shining Resonance Refrain",37534,0,0,1,0,0,0,0,1,0,0,0,0,2,70,78,90,62,NA,73.1
"367","Sniper Elite 3",181057,1,0,0,0,0,0,0,0,0,0,1,2,3,67,69,72,68,82,75
"368","Sniper Elite 4",230400,1,0,0,0,0,0,0,0,1,0,0,2,3,77,69,69,76,83,80
"369","Sniper: Ghost Warrior 3",103226,1,0,0,0,0,0,0,0,1,0,0,2,NA,55,64,70,53,55,75
"370","Song of the Deep",23384,0,1,0,0,0,0,0,0,0,0,1,2,NA,66,72,76,69,60,78.125
"371","Sonic Forces",117083,0,0,1,0,0,1,0,0,0,0,0,0,1,57,70,59,57,69,60.6
"372","Sonic Mania",87073,0,0,1,0,0,1,0,0,0,0,0,0,0,86,88,85,85,87,82.1
"373","SoulCalibur VI",517903,1,0,0,1,0,0,0,0,0,0,0,1,2,84,65,84,84,89,83.5
"374","South Park: The Fractured But Whole",623490,0,0,1,0,0,0,0,1,0,0,0,0,3,80,80,84,85,85,78.3
"375","Spintires: MudRunner",52271,1,0,0,0,1,0,0,0,0,0,0,1,0,67,74,NA,72,NA,70
"376","Splatoon 2",7037733,0,0,1,0,0,0,0,0,1,0,0,2,1,83,85,NA,NA,83,84.6
"377","Spyro Reignited Trilogy",2172947,1,0,0,0,0,1,0,0,0,0,0,0,1,82,81,NA,NA,85,81.5
"378","Star Ocean 5: Integrity and Faithlessness",242807,1,0,0,0,0,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,58,73.5
"379","Star Trek Bridge Crew VR",34700,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,68,70.8
